	CouponNumber,	CouponUID
	055103602,	055103602
	055103619,	055103619
	055103626,	055103626
	055103633,	055103633
	055103640,	055103640
	055103657,	055103657
	055103664,	055103664
	055103671,	055103671
	055103688,	055103688
	055103695,	055103695
	055103701,	055103701
	055103718,	055103718
	055103725,	055103725
	055103732,	055103732
	055103749,	055103749
	055103756,	055103756
	055103763,	055103763
	055103770,	055103770
	055103787,	055103787
	055103794,	055103794
	055103800,	055103800
	055103817,	055103817
	055103824,	055103824
	055103831,	055103831
	055103848,	055103848
	055103855,	055103855
	055103862,	055103862
	055103879,	055103879
	055103886,	055103886
	055103893,	055103893
	055103909,	055103909
	055103916,	055103916
	055103923,	055103923
	055103930,	055103930
	055103947,	055103947
	055103954,	055103954
	055103961,	055103961
	055103978,	055103978
	055103985,	055103985
	055103992,	055103992
	055104005,	055104005
	055104012,	055104012
	055104029,	055104029
	055104036,	055104036
	055104043,	055104043
	055104050,	055104050
	055104067,	055104067
	055104074,	055104074
	055104081,	055104081
	055104098,	055104098
	055104104,	055104104
	055104111,	055104111
	055104128,	055104128
	055104135,	055104135
	055104142,	055104142
	055104159,	055104159
	055104166,	055104166
	055104173,	055104173
	055104180,	055104180
	055104197,	055104197
	055104203,	055104203
	055104210,	055104210
	055104227,	055104227
	055104234,	055104234
	055104241,	055104241
	055104258,	055104258
	055104265,	055104265
	055104272,	055104272
	055104289,	055104289
	055104296,	055104296
	055104302,	055104302
	055104319,	055104319
	055104326,	055104326
	055104333,	055104333
	055104340,	055104340
	055104357,	055104357
	055104364,	055104364
	055104371,	055104371
	055104388,	055104388
	055104395,	055104395
	055104401,	055104401
	055104418,	055104418
	055104425,	055104425
	055104432,	055104432
	055104449,	055104449
	055104456,	055104456
	055104463,	055104463
	055104470,	055104470
	055104487,	055104487
	055104494,	055104494
	055104500,	055104500
	055104517,	055104517
	055104524,	055104524
	055104531,	055104531
	055104548,	055104548
	055104555,	055104555
	055104562,	055104562
	055104579,	055104579
	055104586,	055104586
	055104593,	055104593
	055104609,	055104609
	055104616,	055104616
	055104623,	055104623
	055104630,	055104630
	055104647,	055104647
	055104654,	055104654
	055104661,	055104661
	055104678,	055104678
	055104685,	055104685
	055104692,	055104692
	055104708,	055104708
	055104715,	055104715
	055104722,	055104722
	055104739,	055104739
	055104746,	055104746
	055104753,	055104753
	055104760,	055104760
	055104777,	055104777
	055104784,	055104784
	055104791,	055104791
	055104807,	055104807
	055104814,	055104814
	055104821,	055104821
	055104838,	055104838
	055104845,	055104845
	055104852,	055104852
	055104869,	055104869
	055104876,	055104876
	055104883,	055104883
	055104890,	055104890
	055104906,	055104906
	055104913,	055104913
	055104920,	055104920
	055104937,	055104937
	055104944,	055104944
	055104951,	055104951
	055104968,	055104968
	055104975,	055104975
	055104982,	055104982
	055104999,	055104999
	055105002,	055105002
	055105019,	055105019
	055105026,	055105026
	055105033,	055105033
	055105040,	055105040
	055105057,	055105057
	055105064,	055105064
	055105071,	055105071
	055105088,	055105088
	055105095,	055105095
	055105101,	055105101
	055105118,	055105118
	055105125,	055105125
	055105132,	055105132
	055105149,	055105149
	055105156,	055105156
	055105163,	055105163
	055105170,	055105170
	055105187,	055105187
	055105194,	055105194
	055105200,	055105200
	055105217,	055105217
	055105224,	055105224
	055105231,	055105231
	055105248,	055105248
	055105255,	055105255
	055105262,	055105262
	055105279,	055105279
	055105286,	055105286
	055105293,	055105293
	055105309,	055105309
	055105316,	055105316
	055105323,	055105323
	055105330,	055105330
	055105347,	055105347
	055105354,	055105354
	055105361,	055105361
	055105378,	055105378
	055105385,	055105385
	055105392,	055105392
	055105408,	055105408
	055105415,	055105415
	055105422,	055105422
	055105439,	055105439
	055105446,	055105446
	055105453,	055105453
	055105460,	055105460
	055105477,	055105477
	055105484,	055105484
	055105491,	055105491
	055105507,	055105507
	055105514,	055105514
	055105521,	055105521
	055105538,	055105538
	055105545,	055105545
	055105552,	055105552
	055105569,	055105569
	055105576,	055105576
	055105583,	055105583
	055105590,	055105590
	055105606,	055105606
	055105613,	055105613
	055105620,	055105620
	055105637,	055105637
	055105644,	055105644
	055105651,	055105651
	055105668,	055105668
	055105675,	055105675
	055105682,	055105682
	055105699,	055105699
	055105705,	055105705
	055105712,	055105712
	055105729,	055105729
	055105736,	055105736
	055105743,	055105743
	055105750,	055105750
	055105767,	055105767
	055105774,	055105774
	055105781,	055105781
	055105798,	055105798
	055105804,	055105804
	055105811,	055105811
	055105828,	055105828
	055105835,	055105835
	055105842,	055105842
	055105859,	055105859
	055105866,	055105866
	055105873,	055105873
	055105880,	055105880
	055105897,	055105897
	055105903,	055105903
	055105910,	055105910
	055105927,	055105927
	055105934,	055105934
	055105941,	055105941
	055105958,	055105958
	055105965,	055105965
	055105972,	055105972
	055105989,	055105989
	055105996,	055105996
	055106009,	055106009
	055106016,	055106016
	055106023,	055106023
	055106030,	055106030
	055106047,	055106047
	055106054,	055106054
	055106061,	055106061
	055106078,	055106078
	055106085,	055106085
	055106092,	055106092
	055106108,	055106108
	055106115,	055106115
	055106122,	055106122
	055106139,	055106139
	055106146,	055106146
	055106153,	055106153
	055106160,	055106160
	055106177,	055106177
	055106184,	055106184
	055106191,	055106191
	055106207,	055106207
	055106214,	055106214
	055106221,	055106221
	055106238,	055106238
	055106245,	055106245
	055106252,	055106252
	055106269,	055106269
	055106276,	055106276
	055106283,	055106283
	055106290,	055106290
	055106306,	055106306
	055106313,	055106313
	055106320,	055106320
	055106337,	055106337
	055106344,	055106344
	055106351,	055106351
	055106368,	055106368
	055106375,	055106375
	055106382,	055106382
	055106399,	055106399
	055106405,	055106405
	055106412,	055106412
	055106429,	055106429
	055106436,	055106436
	055106443,	055106443
	055106450,	055106450
	055106467,	055106467
	055106474,	055106474
	055106481,	055106481
	055106498,	055106498
	055106504,	055106504
	055106511,	055106511
	055106528,	055106528
	055106535,	055106535
	055106542,	055106542
	055106559,	055106559
	055106566,	055106566
	055106573,	055106573
	055106580,	055106580
	055106597,	055106597
	055106603,	055106603
	055106610,	055106610
	055106627,	055106627
	055106634,	055106634
	055106641,	055106641
	055106658,	055106658
	055106665,	055106665
	055106672,	055106672
	055106689,	055106689
	055106696,	055106696
	055106702,	055106702
	055106719,	055106719
	055106726,	055106726
	055106733,	055106733
	055106740,	055106740
	055106757,	055106757
	055106764,	055106764
	055106771,	055106771
	055106788,	055106788
	055106795,	055106795
	055106801,	055106801
	055106818,	055106818
	055106825,	055106825
	055106832,	055106832
	055106849,	055106849
	055106856,	055106856
	055106863,	055106863
	055106870,	055106870
	055106887,	055106887
	055106894,	055106894
	055106900,	055106900
	055106917,	055106917
	055106924,	055106924
	055106931,	055106931
	055106948,	055106948
	055106955,	055106955
	055106962,	055106962
	055106979,	055106979
	055106986,	055106986
	055106993,	055106993
	055107006,	055107006
	055107013,	055107013
	055107020,	055107020
	055107037,	055107037
	055107044,	055107044
	055107051,	055107051
	055107068,	055107068
	055107075,	055107075
	055107082,	055107082
	055107099,	055107099
	055107105,	055107105
	055107112,	055107112
	055107129,	055107129
	055107136,	055107136
	055107143,	055107143
	055107150,	055107150
	055107167,	055107167
	055107174,	055107174
	055107181,	055107181
	055107198,	055107198
	055107204,	055107204
	055107211,	055107211
	055107228,	055107228
	055107235,	055107235
	055107242,	055107242
	055107259,	055107259
	055107266,	055107266
	055107273,	055107273
	055107280,	055107280
	055107297,	055107297
	055107303,	055107303
	055107310,	055107310
	055107327,	055107327
	055107334,	055107334
	055107341,	055107341
	055107358,	055107358
	055107365,	055107365
	055107372,	055107372
	055107389,	055107389
	055107396,	055107396
	055107402,	055107402
	055107419,	055107419
	055107426,	055107426
	055107433,	055107433
	055107440,	055107440
	055107457,	055107457
	055107464,	055107464
	055107471,	055107471
	055107488,	055107488
	055107495,	055107495
	055107501,	055107501
	055107518,	055107518
	055107525,	055107525
	055107532,	055107532
	055107549,	055107549
	055107556,	055107556
	055107563,	055107563
	055107570,	055107570
	055107587,	055107587
	055107594,	055107594
	055107600,	055107600
	055107617,	055107617
	055107624,	055107624
	055107631,	055107631
	055107648,	055107648
	055107655,	055107655
	055107662,	055107662
	055107679,	055107679
	055107686,	055107686
	055107693,	055107693
	055107709,	055107709
	055107716,	055107716
	055107723,	055107723
	055107730,	055107730
	055107747,	055107747
	055107754,	055107754
	055107761,	055107761
	055107778,	055107778
	055107785,	055107785
	055107792,	055107792
	055107808,	055107808
	055107815,	055107815
	055107822,	055107822
	055107839,	055107839
	055107846,	055107846
	055107853,	055107853
	055107860,	055107860
	055107877,	055107877
	055107884,	055107884
	055107891,	055107891
	055107907,	055107907
	055107914,	055107914
	055107921,	055107921
	055107938,	055107938
	055107945,	055107945
	055107952,	055107952
	055107969,	055107969
	055107976,	055107976
	055107983,	055107983
	055107990,	055107990
	055108003,	055108003
	055108010,	055108010
	055108027,	055108027
	055108034,	055108034
	055108041,	055108041
	055108058,	055108058
	055108065,	055108065
	055108072,	055108072
	055108089,	055108089
	055108096,	055108096
	055108102,	055108102
	055108119,	055108119
	055108126,	055108126
	055108133,	055108133
	055108140,	055108140
	055108157,	055108157
	055108164,	055108164
	055108171,	055108171
	055108188,	055108188
	055108195,	055108195
	055108201,	055108201
	055108218,	055108218
	055108225,	055108225
	055108232,	055108232
	055108249,	055108249
	055108256,	055108256
	055108263,	055108263
	055108270,	055108270
	055108287,	055108287
	055108294,	055108294
	055108300,	055108300
	055108317,	055108317
	055108324,	055108324
	055108331,	055108331
	055108348,	055108348
	055108355,	055108355
	055108362,	055108362
	055108379,	055108379
	055108386,	055108386
	055108393,	055108393
	055108409,	055108409
	055108416,	055108416
	055108423,	055108423
	055108430,	055108430
	055108447,	055108447
	055108454,	055108454
	055108461,	055108461
	055108478,	055108478
	055108485,	055108485
	055108492,	055108492
	055108508,	055108508
	055108515,	055108515
	055108522,	055108522
	055108539,	055108539
	055108546,	055108546
	055108553,	055108553
	055108560,	055108560
	055108577,	055108577
	055108584,	055108584
	055108591,	055108591
	055108607,	055108607
	055108614,	055108614
	055108621,	055108621
	055108638,	055108638
	055108645,	055108645
	055108652,	055108652
	055108669,	055108669
	055108676,	055108676
	055108683,	055108683
	055108690,	055108690
	055108706,	055108706
	055108713,	055108713
	055108720,	055108720
	055108737,	055108737
	055108744,	055108744
	055108751,	055108751
	055108768,	055108768
	055108775,	055108775
	055108782,	055108782
	055108799,	055108799
	055108805,	055108805
	055108812,	055108812
	055108829,	055108829
	055108836,	055108836
	055108843,	055108843
	055108850,	055108850
	055108867,	055108867
	055108874,	055108874
	055108881,	055108881
	055108898,	055108898
	055108904,	055108904
	055108911,	055108911
	055108928,	055108928
	055108935,	055108935
	055108942,	055108942
	055108959,	055108959
	055108966,	055108966
	055108973,	055108973
	055108980,	055108980
	055108997,	055108997
	055109000,	055109000
	055109017,	055109017
	055109024,	055109024
	055109031,	055109031
	055109048,	055109048
	055109055,	055109055
	055109062,	055109062
	055109079,	055109079
	055109086,	055109086
	055109093,	055109093
	055109109,	055109109
	055109116,	055109116
	055109123,	055109123
	055109130,	055109130
	055109147,	055109147
	055109154,	055109154
	055109161,	055109161
	055109178,	055109178
	055109185,	055109185
	055109192,	055109192
	055109208,	055109208
	055109215,	055109215
	055109222,	055109222
	055109239,	055109239
	055109246,	055109246
	055109253,	055109253
	055109260,	055109260
	055109277,	055109277
	055109284,	055109284
	055109291,	055109291
	055109307,	055109307
	055109314,	055109314
	055109321,	055109321
	055109338,	055109338
	055109345,	055109345
	055109352,	055109352
	055109369,	055109369
	055109376,	055109376
	055109383,	055109383
	055109390,	055109390
	055109406,	055109406
	055109413,	055109413
	055109420,	055109420
	055109437,	055109437
	055109444,	055109444
	055109451,	055109451
	055109468,	055109468
	055109475,	055109475
	055109482,	055109482
	055109499,	055109499
	055109505,	055109505
	055109512,	055109512
	055109529,	055109529
	055109536,	055109536
	055109543,	055109543
	055109550,	055109550
	055109567,	055109567
	055109574,	055109574
	055109581,	055109581
	055109598,	055109598
	055109604,	055109604
	055109611,	055109611
	055109628,	055109628
	055109635,	055109635
	055109642,	055109642
	055109659,	055109659
	055109666,	055109666
	055109673,	055109673
	055109680,	055109680
	055109697,	055109697
	055109703,	055109703
	055109710,	055109710
	055109727,	055109727
	055109734,	055109734
	055109741,	055109741
	055109758,	055109758
	055109765,	055109765
	055109772,	055109772
	055109789,	055109789
	055109796,	055109796
	055109802,	055109802
	055109819,	055109819
	055109826,	055109826
	055109833,	055109833
	055109840,	055109840
	055109857,	055109857
	055109864,	055109864
	055109871,	055109871
	055109888,	055109888
	055109895,	055109895
	055109901,	055109901
	055109918,	055109918
	055109925,	055109925
	055109932,	055109932
	055109949,	055109949
	055109956,	055109956
	055109963,	055109963
	055109970,	055109970
	055109987,	055109987
	055109994,	055109994
	055110006,	055110006
	055110013,	055110013
	055110020,	055110020
	055110037,	055110037
	055110044,	055110044
	055110051,	055110051
	055110068,	055110068
	055110075,	055110075
	055110082,	055110082
	055110099,	055110099
	055110105,	055110105
	055110112,	055110112
	055110129,	055110129
	055110136,	055110136
	055110143,	055110143
	055110150,	055110150
	055110167,	055110167
	055110174,	055110174
	055110181,	055110181
	055110198,	055110198
	055110204,	055110204
	055110211,	055110211
	055110228,	055110228
	055110235,	055110235
	055110242,	055110242
	055110259,	055110259
	055110266,	055110266
	055110273,	055110273
	055110280,	055110280
	055110297,	055110297
	055110303,	055110303
	055110310,	055110310
	055110327,	055110327
	055110334,	055110334
	055110341,	055110341
	055110358,	055110358
	055110365,	055110365
	055110372,	055110372
	055110389,	055110389
	055110396,	055110396
	055110402,	055110402
	055110419,	055110419
	055110426,	055110426
	055110433,	055110433
	055110440,	055110440
	055110457,	055110457
	055110464,	055110464
	055110471,	055110471
	055110488,	055110488
	055110495,	055110495
	055110501,	055110501
	055110518,	055110518
	055110525,	055110525
	055110532,	055110532
	055110549,	055110549
	055110556,	055110556
	055110563,	055110563
	055110570,	055110570
	055110587,	055110587
	055110594,	055110594
	055110600,	055110600
	055110617,	055110617
	055110624,	055110624
	055110631,	055110631
	055110648,	055110648
	055110655,	055110655
	055110662,	055110662
	055110679,	055110679
	055110686,	055110686
	055110693,	055110693
	055110709,	055110709
	055110716,	055110716
	055110723,	055110723
	055110730,	055110730
	055110747,	055110747
	055110754,	055110754
	055110761,	055110761
	055110778,	055110778
	055110785,	055110785
	055110792,	055110792
	055110808,	055110808
	055110815,	055110815
	055110822,	055110822
	055110839,	055110839
	055110846,	055110846
	055110853,	055110853
	055110860,	055110860
	055110877,	055110877
	055110884,	055110884
	055110891,	055110891
	055110907,	055110907
	055110914,	055110914
	055110921,	055110921
	055110938,	055110938
	055110945,	055110945
	055110952,	055110952
	055110969,	055110969
	055110976,	055110976
	055110983,	055110983
	055110990,	055110990
	055111003,	055111003
	055111010,	055111010
	055111027,	055111027
	055111034,	055111034
	055111041,	055111041
	055111058,	055111058
	055111065,	055111065
	055111072,	055111072
	055111089,	055111089
	055111096,	055111096
	055111102,	055111102
	055111119,	055111119
	055111126,	055111126
	055111133,	055111133
	055111140,	055111140
	055111157,	055111157
	055111164,	055111164
	055111171,	055111171
	055111188,	055111188
	055111195,	055111195
	055111201,	055111201
	055111218,	055111218
	055111225,	055111225
	055111232,	055111232
	055111249,	055111249
	055111256,	055111256
	055111263,	055111263
	055111270,	055111270
	055111287,	055111287
	055111294,	055111294
	055111300,	055111300
	055111317,	055111317
	055111324,	055111324
	055111331,	055111331
	055111348,	055111348
	055111355,	055111355
	055111362,	055111362
	055111379,	055111379
	055111386,	055111386
	055111393,	055111393
	055111409,	055111409
	055111416,	055111416
	055111423,	055111423
	055111430,	055111430
	055111447,	055111447
	055111454,	055111454
	055111461,	055111461
	055111478,	055111478
	055111485,	055111485
	055111492,	055111492
	055111508,	055111508
	055111515,	055111515
	055111522,	055111522
	055111539,	055111539
	055111546,	055111546
	055111553,	055111553
	055111560,	055111560
	055111577,	055111577
	055111584,	055111584
	055111591,	055111591
	055111607,	055111607
	055111614,	055111614
	055111621,	055111621
	055111638,	055111638
	055111645,	055111645
	055111652,	055111652
	055111669,	055111669
	055111676,	055111676
	055111683,	055111683
	055111690,	055111690
	055111706,	055111706
	055111713,	055111713
	055111720,	055111720
	055111737,	055111737
	055111744,	055111744
	055111751,	055111751
	055111768,	055111768
	055111775,	055111775
	055111782,	055111782
	055111799,	055111799
	055111805,	055111805
	055111812,	055111812
	055111829,	055111829
	055111836,	055111836
	055111843,	055111843
	055111850,	055111850
	055111867,	055111867
	055111874,	055111874
	055111881,	055111881
	055111898,	055111898
	055111904,	055111904
	055111911,	055111911
	055111928,	055111928
	055111935,	055111935
	055111942,	055111942
	055111959,	055111959
	055111966,	055111966
	055111973,	055111973
	055111980,	055111980
	055111997,	055111997
	055112000,	055112000
	055112017,	055112017
	055112024,	055112024
	055112031,	055112031
	055112048,	055112048
	055112055,	055112055
	055112062,	055112062
	055112079,	055112079
	055112086,	055112086
	055112093,	055112093
	055112109,	055112109
	055112116,	055112116
	055112123,	055112123
	055112130,	055112130
	055112147,	055112147
	055112154,	055112154
	055112161,	055112161
	055112178,	055112178
	055112185,	055112185
	055112192,	055112192
	055112208,	055112208
	055112215,	055112215
	055112222,	055112222
	055112239,	055112239
	055112246,	055112246
	055112253,	055112253
	055112260,	055112260
	055112277,	055112277
	055112284,	055112284
	055112291,	055112291
	055112307,	055112307
	055112314,	055112314
	055112321,	055112321
	055112338,	055112338
	055112345,	055112345
	055112352,	055112352
	055112369,	055112369
	055112376,	055112376
	055112383,	055112383
	055112390,	055112390
	055112406,	055112406
	055112413,	055112413
	055112420,	055112420
	055112437,	055112437
	055112444,	055112444
	055112451,	055112451
	055112468,	055112468
	055112475,	055112475
	055112482,	055112482
	055112499,	055112499
	055112505,	055112505
	055112512,	055112512
	055112529,	055112529
	055112536,	055112536
	055112543,	055112543
	055112550,	055112550
	055112567,	055112567
	055112574,	055112574
	055112581,	055112581
	055112598,	055112598
	055112604,	055112604
	055112611,	055112611
	055112628,	055112628
	055112635,	055112635
	055112642,	055112642
	055112659,	055112659
	055112666,	055112666
	055112673,	055112673
	055112680,	055112680
	055112697,	055112697
	055112703,	055112703
	055112710,	055112710
	055112727,	055112727
	055112734,	055112734
	055112741,	055112741
	055112758,	055112758
	055112765,	055112765
	055112772,	055112772
	055112789,	055112789
	055112796,	055112796
	055112802,	055112802
	055112819,	055112819
	055112826,	055112826
	055112833,	055112833
	055112840,	055112840
	055112857,	055112857
	055112864,	055112864
	055112871,	055112871
	055112888,	055112888
	055112895,	055112895
	055112901,	055112901
	055112918,	055112918
	055112925,	055112925
	055112932,	055112932
	055112949,	055112949
	055112956,	055112956
	055112963,	055112963
	055112970,	055112970
	055112987,	055112987
	055112994,	055112994
	055113007,	055113007
	055113014,	055113014
	055113021,	055113021
	055113038,	055113038
	055113045,	055113045
	055113052,	055113052
	055113069,	055113069
	055113076,	055113076
	055113083,	055113083
	055113090,	055113090
	055113106,	055113106
	055113113,	055113113
	055113120,	055113120
	055113137,	055113137
	055113144,	055113144
	055113151,	055113151
	055113168,	055113168
	055113175,	055113175
	055113182,	055113182
	055113199,	055113199
	055113205,	055113205
	055113212,	055113212
	055113229,	055113229
	055113236,	055113236
	055113243,	055113243
	055113250,	055113250
	055113267,	055113267
	055113274,	055113274
	055113281,	055113281
	055113298,	055113298
	055113304,	055113304
	055113311,	055113311
	055113328,	055113328
	055113335,	055113335
	055113342,	055113342
	055113359,	055113359
	055113366,	055113366
	055113373,	055113373
	055113380,	055113380
	055113397,	055113397
	055113403,	055113403
	055113410,	055113410
	055113427,	055113427
	055113434,	055113434
	055113441,	055113441
	055113458,	055113458
	055113465,	055113465
	055113472,	055113472
	055113489,	055113489
	055113496,	055113496
	055113502,	055113502
	055113519,	055113519
	055113526,	055113526
	055113533,	055113533
	055113540,	055113540
	055113557,	055113557
	055113564,	055113564
	055113571,	055113571
	055113588,	055113588
	055113595,	055113595
	055113601,	055113601
	055113618,	055113618
	055113625,	055113625
	055113632,	055113632
	055113649,	055113649
	055113656,	055113656
	055113663,	055113663
	055113670,	055113670
	055113687,	055113687
	055113694,	055113694
	055113700,	055113700
	055113717,	055113717
	055113724,	055113724
	055113731,	055113731
	055113748,	055113748
	055113755,	055113755
	055113762,	055113762
	055113779,	055113779
	055113786,	055113786
	055113793,	055113793
	055113809,	055113809
	055113816,	055113816
	055113823,	055113823
	055113830,	055113830
	055113847,	055113847
	055113854,	055113854
	055113861,	055113861
	055113878,	055113878
	055113885,	055113885
	055113892,	055113892
	055113908,	055113908
	055113915,	055113915
	055113922,	055113922
	055113939,	055113939
	055113946,	055113946
	055113953,	055113953
	055113960,	055113960
	055113977,	055113977
