	CouponNumber,	CouponUID
	1324000094,	1324000094
	1324000095,	1324000095
	1324000096,	1324000096
	1324000097,	1324000097
	1324000098,	1324000098
	1324000099,	1324000099
	1324000100,	1324000100
	1324000101,	1324000101
	1324000102,	1324000102
	1324000103,	1324000103
	1324000104,	1324000104
	1324000105,	1324000105
	1324000106,	1324000106
	1324000107,	1324000107
	1324000108,	1324000108
	1324000109,	1324000109
	1324000110,	1324000110
	1324000111,	1324000111
	1324000112,	1324000112
	1324000113,	1324000113
	1324000114,	1324000114
	1324000115,	1324000115
	1324000116,	1324000116
	1324000117,	1324000117
	1324000118,	1324000118
	1324000119,	1324000119
	1324000120,	1324000120
	1324000121,	1324000121
	1324000122,	1324000122
	1324000123,	1324000123
	1324000124,	1324000124
	1324000125,	1324000125
	1324000126,	1324000126
	1324000127,	1324000127
	1324000128,	1324000128
	1324000129,	1324000129
	1324000130,	1324000130
	1324000131,	1324000131
	1324000132,	1324000132
	1324000133,	1324000133
	1324000134,	1324000134
	1324000135,	1324000135
	1324000136,	1324000136
	1324000137,	1324000137
	1324000138,	1324000138
	1324000139,	1324000139
	1324000140,	1324000140
	1324000141,	1324000141
	1324000142,	1324000142
	1324000143,	1324000143
	1324000144,	1324000144
	1324000145,	1324000145
	1324000146,	1324000146
	1324000147,	1324000147
	1324000148,	1324000148
	1324000149,	1324000149
	1324000150,	1324000150
	1324000151,	1324000151
	1324000152,	1324000152
	1324000153,	1324000153
	1324000154,	1324000154
	1324000155,	1324000155
	1324000156,	1324000156
	1324000157,	1324000157
	1324000158,	1324000158
	1324000159,	1324000159
	1324000160,	1324000160
	1324000161,	1324000161
	1324000162,	1324000162
	1324000163,	1324000163
	1324000164,	1324000164
	1324000165,	1324000165
	1324000166,	1324000166
	1324000167,	1324000167
	1324000168,	1324000168
	1324000169,	1324000169
	1324000170,	1324000170
	1324000171,	1324000171
	1324000172,	1324000172
	1324000173,	1324000173
	1324000174,	1324000174
	1324000175,	1324000175
	1324000176,	1324000176
	1324000177,	1324000177
	1324000178,	1324000178
	1324000179,	1324000179
	1324000180,	1324000180
	1324000181,	1324000181
	1324000182,	1324000182
	1324000183,	1324000183
	1324000184,	1324000184
	1324000185,	1324000185
	1324000186,	1324000186
	1324000187,	1324000187
	1324000188,	1324000188
	1324000189,	1324000189
	1324000190,	1324000190
	1324000191,	1324000191
	1324000192,	1324000192
	1324000193,	1324000193
	1324000194,	1324000194
	1324000195,	1324000195
	1324000196,	1324000196
	1324000197,	1324000197
	1324000198,	1324000198
	1324000199,	1324000199
	1324000200,	1324000200
	1324000201,	1324000201
	1324000202,	1324000202
	1324000203,	1324000203
	1324000204,	1324000204
	1324000205,	1324000205
	1324000206,	1324000206
	1324000207,	1324000207
	1324000208,	1324000208
	1324000209,	1324000209
	1324000210,	1324000210
	1324000211,	1324000211
	1324000212,	1324000212
	1324000213,	1324000213
	1324000214,	1324000214
	1324000215,	1324000215
	1324000216,	1324000216
	1324000217,	1324000217
	1324000218,	1324000218
	1324000219,	1324000219
	1324000220,	1324000220
	1324000221,	1324000221
	1324000222,	1324000222
	1324000223,	1324000223
	1324000224,	1324000224
	1324000225,	1324000225
	1324000226,	1324000226
	1324000227,	1324000227
	1324000228,	1324000228
	1324000229,	1324000229
	1324000230,	1324000230
	1324000231,	1324000231
	1324000232,	1324000232
	1324000233,	1324000233
	1324000234,	1324000234
	1324000235,	1324000235
	1324000236,	1324000236
	1324000237,	1324000237
	1324000238,	1324000238
	1324000239,	1324000239
	1324000240,	1324000240
	1324000241,	1324000241
	1324000242,	1324000242
	1324000243,	1324000243
	1324000244,	1324000244
	1324000245,	1324000245
	1324000246,	1324000246
	1324000247,	1324000247
	1324000248,	1324000248
	1324000249,	1324000249
	1324000250,	1324000250
	1324000251,	1324000251
	1324000252,	1324000252
	1324000253,	1324000253
	1324000254,	1324000254
	1324000255,	1324000255
	1324000256,	1324000256
	1324000257,	1324000257
	1324000258,	1324000258
	1324000259,	1324000259
	1324000260,	1324000260
	1324000261,	1324000261
	1324000262,	1324000262
	1324000263,	1324000263
	1324000264,	1324000264
	1324000265,	1324000265
	1324000266,	1324000266
	1324000267,	1324000267
	1324000268,	1324000268
	1324000269,	1324000269
	1324000270,	1324000270
	1324000271,	1324000271
	1324000272,	1324000272
	1324000273,	1324000273
	1324000274,	1324000274
	1324000275,	1324000275
	1324000276,	1324000276
	1324000277,	1324000277
	1324000278,	1324000278
	1324000279,	1324000279
	1324000280,	1324000280
	1324000281,	1324000281
	1324000282,	1324000282
	1324000283,	1324000283
	1324000284,	1324000284
	1324000285,	1324000285
	1324000286,	1324000286
	1324000287,	1324000287
	1324000288,	1324000288
	1324000289,	1324000289
	1324000290,	1324000290
	1324000291,	1324000291
	1324000292,	1324000292
	1324000293,	1324000293
	1324000294,	1324000294
	1324000295,	1324000295
	1324000296,	1324000296
	1324000297,	1324000297
	1324000298,	1324000298
	1324000299,	1324000299
	1324000300,	1324000300
	1324000301,	1324000301
	1324000302,	1324000302
	1324000303,	1324000303
	1324000304,	1324000304
	1324000305,	1324000305
	1324000306,	1324000306
	1324000307,	1324000307
	1324000308,	1324000308
	1324000309,	1324000309
	1324000310,	1324000310
	1324000311,	1324000311
	1324000312,	1324000312
	1324000313,	1324000313
	1324000314,	1324000314
	1324000315,	1324000315
	1324000316,	1324000316
	1324000317,	1324000317
	1324000318,	1324000318
	1324000319,	1324000319
	1324000320,	1324000320
	1324000321,	1324000321
	1324000322,	1324000322
	1324000323,	1324000323
	1324000324,	1324000324
	1324000325,	1324000325
	1324000326,	1324000326
	1324000327,	1324000327
	1324000328,	1324000328
	1324000329,	1324000329
	1324000330,	1324000330
	1324000331,	1324000331
	1324000332,	1324000332
	1324000333,	1324000333
	1324000334,	1324000334
	1324000335,	1324000335
	1324000336,	1324000336
	1324000337,	1324000337
	1324000338,	1324000338
	1324000339,	1324000339
	1324000340,	1324000340
	1324000341,	1324000341
	1324000342,	1324000342
	1324000343,	1324000343
	1324000344,	1324000344
	1324000345,	1324000345
	1324000346,	1324000346
	1324000347,	1324000347
	1324000348,	1324000348
	1324000349,	1324000349
	1324000350,	1324000350
	1324000351,	1324000351
	1324000352,	1324000352
	1324000353,	1324000353
	1324000354,	1324000354
	1324000355,	1324000355
	1324000356,	1324000356
	1324000357,	1324000357
	1324000358,	1324000358
	1324000359,	1324000359
	1324000360,	1324000360
	1324000361,	1324000361
	1324000362,	1324000362
	1324000363,	1324000363
	1324000364,	1324000364
	1324000365,	1324000365
	1324000366,	1324000366
	1324000367,	1324000367
	1324000368,	1324000368
	1324000369,	1324000369
	1324000370,	1324000370
	1324000371,	1324000371
	1324000372,	1324000372
	1324000373,	1324000373
	1324000374,	1324000374
	1324000375,	1324000375
	1324000376,	1324000376
	1324000377,	1324000377
	1324000378,	1324000378
	1324000379,	1324000379
	1324000380,	1324000380
	1324000381,	1324000381
	1324000382,	1324000382
	1324000383,	1324000383
	1324000384,	1324000384
	1324000385,	1324000385
	1324000386,	1324000386
	1324000387,	1324000387
	1324000388,	1324000388
	1324000389,	1324000389
	1324000390,	1324000390
	1324000391,	1324000391
	1324000392,	1324000392
	1324000393,	1324000393
	1324000394,	1324000394
	1324000395,	1324000395
	1324000396,	1324000396
	1324000397,	1324000397
	1324000398,	1324000398
	1324000399,	1324000399
	1324000400,	1324000400
	1324000401,	1324000401
	1324000402,	1324000402
	1324000403,	1324000403
	1324000404,	1324000404
	1324000405,	1324000405
	1324000406,	1324000406
	1324000407,	1324000407
	1324000408,	1324000408
	1324000409,	1324000409
	1324000410,	1324000410
	1324000411,	1324000411
	1324000412,	1324000412
	1324000413,	1324000413
	1324000414,	1324000414
	1324000415,	1324000415
	1324000416,	1324000416
	1324000417,	1324000417
	1324000418,	1324000418
	1324000419,	1324000419
	1324000420,	1324000420
	1324000421,	1324000421
	1324000422,	1324000422
	1324000423,	1324000423
	1324000424,	1324000424
	1324000425,	1324000425
	1324000426,	1324000426
	1324000427,	1324000427
	1324000428,	1324000428
	1324000429,	1324000429
	1324000430,	1324000430
	1324000431,	1324000431
	1324000432,	1324000432
	1324000433,	1324000433
	1324000434,	1324000434
	1324000435,	1324000435
	1324000436,	1324000436
	1324000437,	1324000437
	1324000438,	1324000438
	1324000439,	1324000439
	1324000440,	1324000440
	1324000441,	1324000441
	1324000442,	1324000442
	1324000443,	1324000443
	1324000444,	1324000444
	1324000445,	1324000445
	1324000446,	1324000446
	1324000447,	1324000447
	1324000448,	1324000448
	1324000449,	1324000449
	1324000450,	1324000450
	1324000451,	1324000451
	1324000452,	1324000452
	1324000453,	1324000453
	1324000454,	1324000454
	1324000455,	1324000455
	1324000456,	1324000456
	1324000457,	1324000457
	1324000458,	1324000458
	1324000459,	1324000459
	1324000460,	1324000460
	1324000461,	1324000461
	1324000462,	1324000462
	1324000463,	1324000463
	1324000464,	1324000464
	1324000465,	1324000465
	1324000466,	1324000466
	1324000467,	1324000467
	1324000468,	1324000468
	1324000469,	1324000469
	1324000470,	1324000470
	1324000471,	1324000471
	1324000472,	1324000472
	1324000473,	1324000473
	1324000474,	1324000474
	1324000475,	1324000475
	1324000476,	1324000476
	1324000477,	1324000477
	1324000478,	1324000478
	1324000479,	1324000479
	1324000480,	1324000480
	1324000481,	1324000481
	1324000482,	1324000482
	1324000483,	1324000483
	1324000484,	1324000484
	1324000485,	1324000485
	1324000486,	1324000486
	1324000487,	1324000487
	1324000488,	1324000488
	1324000489,	1324000489
	1324000490,	1324000490
	1324000491,	1324000491
	1324000492,	1324000492
	1324000493,	1324000493
	1324000494,	1324000494
	1324000495,	1324000495
	1324000496,	1324000496
	1324000497,	1324000497
	1324000498,	1324000498
	1324000499,	1324000499
	1324000500,	1324000500
	1324000501,	1324000501
	1324000502,	1324000502
	1324000503,	1324000503
	1324000504,	1324000504
	1324000505,	1324000505
	1324000506,	1324000506
	1324000507,	1324000507
	1324000508,	1324000508
	1324000509,	1324000509
	1324000510,	1324000510
	1324000511,	1324000511
	1324000512,	1324000512
	1324000513,	1324000513
	1324000514,	1324000514
	1324000515,	1324000515
	1324000516,	1324000516
	1324000517,	1324000517
	1324000518,	1324000518
	1324000519,	1324000519
	1324000520,	1324000520
	1324000521,	1324000521
	1324000522,	1324000522
	1324000523,	1324000523
	1324000524,	1324000524
	1324000525,	1324000525
	1324000526,	1324000526
	1324000527,	1324000527
	1324000528,	1324000528
	1324000529,	1324000529
	1324000530,	1324000530
	1324000531,	1324000531
	1324000532,	1324000532
	1324000533,	1324000533
	1324000534,	1324000534
	1324000535,	1324000535
	1324000536,	1324000536
	1324000537,	1324000537
	1324000538,	1324000538
	1324000539,	1324000539
	1324000540,	1324000540
	1324000541,	1324000541
	1324000542,	1324000542
	1324000543,	1324000543
	1324000544,	1324000544
	1324000545,	1324000545
	1324000546,	1324000546
	1324000547,	1324000547
	1324000548,	1324000548
	1324000549,	1324000549
	1324000550,	1324000550
	1324000551,	1324000551
	1324000552,	1324000552
	1324000553,	1324000553
	1324000554,	1324000554
	1324000555,	1324000555
	1324000556,	1324000556
	1324000557,	1324000557
	1324000558,	1324000558
	1324000559,	1324000559
	1324000560,	1324000560
	1324000561,	1324000561
	1324000562,	1324000562
	1324000563,	1324000563
	1324000564,	1324000564
	1324000565,	1324000565
	1324000566,	1324000566
	1324000567,	1324000567
	1324000568,	1324000568
	1324000569,	1324000569
	1324000570,	1324000570
	1324000571,	1324000571
	1324000572,	1324000572
	1324000573,	1324000573
	1324000574,	1324000574
	1324000575,	1324000575
	1324000576,	1324000576
	1324000577,	1324000577
	1324000578,	1324000578
	1324000579,	1324000579
	1324000580,	1324000580
	1324000581,	1324000581
	1324000582,	1324000582
	1324000583,	1324000583
	1324000584,	1324000584
	1324000585,	1324000585
	1324000586,	1324000586
	1324000587,	1324000587
	1324000588,	1324000588
	1324000589,	1324000589
	1324000590,	1324000590
	1324000591,	1324000591
	1324000592,	1324000592
	1324000593,	1324000593
	1324000594,	1324000594
	1324000595,	1324000595
	1324000596,	1324000596
	1324000597,	1324000597
	1324000598,	1324000598
	1324000599,	1324000599
	1324000600,	1324000600
	1324000601,	1324000601
	1324000602,	1324000602
	1324000603,	1324000603
	1324000604,	1324000604
	1324000605,	1324000605
	1324000606,	1324000606
	1324000607,	1324000607
	1324000608,	1324000608
	1324000609,	1324000609
	1324000610,	1324000610
	1324000611,	1324000611
	1324000612,	1324000612
	1324000613,	1324000613
	1324000614,	1324000614
	1324000615,	1324000615
	1324000616,	1324000616
	1324000617,	1324000617
	1324000618,	1324000618
	1324000619,	1324000619
	1324000620,	1324000620
	1324000621,	1324000621
	1324000622,	1324000622
	1324000623,	1324000623
	1324000624,	1324000624
	1324000625,	1324000625
	1324000626,	1324000626
	1324000627,	1324000627
	1324000628,	1324000628
	1324000629,	1324000629
	1324000630,	1324000630
	1324000631,	1324000631
	1324000632,	1324000632
	1324000633,	1324000633
	1324000634,	1324000634
	1324000635,	1324000635
	1324000636,	1324000636
	1324000637,	1324000637
	1324000638,	1324000638
	1324000639,	1324000639
	1324000640,	1324000640
	1324000641,	1324000641
	1324000642,	1324000642
	1324000643,	1324000643
	1324000644,	1324000644
	1324000645,	1324000645
	1324000646,	1324000646
	1324000647,	1324000647
	1324000648,	1324000648
	1324000649,	1324000649
	1324000650,	1324000650
	1324000651,	1324000651
	1324000652,	1324000652
	1324000653,	1324000653
	1324000654,	1324000654
	1324000655,	1324000655
	1324000656,	1324000656
	1324000657,	1324000657
	1324000658,	1324000658
	1324000659,	1324000659
	1324000660,	1324000660
	1324000661,	1324000661
	1324000662,	1324000662
	1324000663,	1324000663
	1324000664,	1324000664
	1324000665,	1324000665
	1324000666,	1324000666
	1324000667,	1324000667
	1324000668,	1324000668
	1324000669,	1324000669
	1324000670,	1324000670
	1324000671,	1324000671
	1324000672,	1324000672
	1324000673,	1324000673
	1324000674,	1324000674
	1324000675,	1324000675
	1324000676,	1324000676
	1324000677,	1324000677
	1324000678,	1324000678
	1324000679,	1324000679
	1324000680,	1324000680
	1324000681,	1324000681
	1324000682,	1324000682
	1324000683,	1324000683
	1324000684,	1324000684
	1324000685,	1324000685
	1324000686,	1324000686
	1324000687,	1324000687
	1324000688,	1324000688
	1324000689,	1324000689
	1324000690,	1324000690
	1324000691,	1324000691
	1324000692,	1324000692
	1324000693,	1324000693
	1324000694,	1324000694
	1324000695,	1324000695
	1324000696,	1324000696
	1324000697,	1324000697
	1324000698,	1324000698
	1324000699,	1324000699
	1324000700,	1324000700
	1324000701,	1324000701
	1324000702,	1324000702
	1324000703,	1324000703
	1324000704,	1324000704
	1324000705,	1324000705
	1324000706,	1324000706
	1324000707,	1324000707
	1324000708,	1324000708
	1324000709,	1324000709
	1324000710,	1324000710
	1324000711,	1324000711
	1324000712,	1324000712
	1324000713,	1324000713
	1324000714,	1324000714
	1324000715,	1324000715
	1324000716,	1324000716
	1324000717,	1324000717
	1324000718,	1324000718
	1324000719,	1324000719
	1324000720,	1324000720
	1324000721,	1324000721
	1324000722,	1324000722
	1324000723,	1324000723
	1324000724,	1324000724
	1324000725,	1324000725
	1324000726,	1324000726
	1324000727,	1324000727
	1324000728,	1324000728
	1324000729,	1324000729
	1324000730,	1324000730
	1324000731,	1324000731
	1324000732,	1324000732
	1324000733,	1324000733
	1324000734,	1324000734
	1324000735,	1324000735
	1324000736,	1324000736
	1324000737,	1324000737
	1324000738,	1324000738
	1324000739,	1324000739
	1324000740,	1324000740
	1324000741,	1324000741
	1324000742,	1324000742
	1324000743,	1324000743
	1324000744,	1324000744
	1324000745,	1324000745
	1324000746,	1324000746
	1324000747,	1324000747
	1324000748,	1324000748
	1324000749,	1324000749
	1324000750,	1324000750
	1324000751,	1324000751
	1324000752,	1324000752
	1324000753,	1324000753
	1324000754,	1324000754
	1324000755,	1324000755
	1324000756,	1324000756
	1324000757,	1324000757
	1324000758,	1324000758
	1324000759,	1324000759
	1324000760,	1324000760
	1324000761,	1324000761
	1324000762,	1324000762
	1324000763,	1324000763
	1324000764,	1324000764
	1324000765,	1324000765
	1324000766,	1324000766
	1324000767,	1324000767
	1324000768,	1324000768
	1324000769,	1324000769
	1324000770,	1324000770
	1324000771,	1324000771
	1324000772,	1324000772
	1324000773,	1324000773
	1324000774,	1324000774
	1324000775,	1324000775
	1324000776,	1324000776
	1324000777,	1324000777
	1324000778,	1324000778
	1324000779,	1324000779
	1324000780,	1324000780
	1324000781,	1324000781
	1324000782,	1324000782
	1324000783,	1324000783
	1324000784,	1324000784
	1324000785,	1324000785
	1324000786,	1324000786
	1324000787,	1324000787
	1324000788,	1324000788
	1324000789,	1324000789
	1324000790,	1324000790
	1324000791,	1324000791
	1324000792,	1324000792
	1324000793,	1324000793
	1324000794,	1324000794
	1324000795,	1324000795
	1324000796,	1324000796
	1324000797,	1324000797
	1324000798,	1324000798
	1324000799,	1324000799
	1324000800,	1324000800
	1324000801,	1324000801
	1324000802,	1324000802
	1324000803,	1324000803
	1324000804,	1324000804
	1324000805,	1324000805
	1324000806,	1324000806
	1324000807,	1324000807
	1324000808,	1324000808
	1324000809,	1324000809
	1324000810,	1324000810
	1324000811,	1324000811
	1324000812,	1324000812
	1324000813,	1324000813
	1324000814,	1324000814
	1324000815,	1324000815
	1324000816,	1324000816
	1324000817,	1324000817
	1324000818,	1324000818
	1324000819,	1324000819
	1324000820,	1324000820
	1324000821,	1324000821
	1324000822,	1324000822
	1324000823,	1324000823
	1324000824,	1324000824
	1324000825,	1324000825
	1324000826,	1324000826
	1324000827,	1324000827
	1324000828,	1324000828
	1324000829,	1324000829
	1324000830,	1324000830
	1324000831,	1324000831
	1324000832,	1324000832
	1324000833,	1324000833
	1324000834,	1324000834
	1324000835,	1324000835
	1324000836,	1324000836
	1324000837,	1324000837
	1324000838,	1324000838
	1324000839,	1324000839
	1324000840,	1324000840
	1324000841,	1324000841
	1324000842,	1324000842
	1324000843,	1324000843
	1324000844,	1324000844
	1324000845,	1324000845
	1324000846,	1324000846
	1324000847,	1324000847
	1324000848,	1324000848
	1324000849,	1324000849
	1324000850,	1324000850
	1324000851,	1324000851
	1324000852,	1324000852
	1324000853,	1324000853
	1324000854,	1324000854
	1324000855,	1324000855
	1324000856,	1324000856
	1324000857,	1324000857
	1324000858,	1324000858
	1324000859,	1324000859
	1324000860,	1324000860
	1324000861,	1324000861
	1324000862,	1324000862
	1324000863,	1324000863
	1324000864,	1324000864
	1324000865,	1324000865
	1324000866,	1324000866
	1324000867,	1324000867
	1324000868,	1324000868
	1324000869,	1324000869
	1324000870,	1324000870
	1324000871,	1324000871
	1324000872,	1324000872
	1324000873,	1324000873
	1324000874,	1324000874
	1324000875,	1324000875
	1324000876,	1324000876
	1324000877,	1324000877
	1324000878,	1324000878
	1324000879,	1324000879
	1324000880,	1324000880
	1324000881,	1324000881
	1324000882,	1324000882
	1324000883,	1324000883
	1324000884,	1324000884
	1324000885,	1324000885
	1324000886,	1324000886
	1324000887,	1324000887
	1324000888,	1324000888
	1324000889,	1324000889
	1324000890,	1324000890
	1324000891,	1324000891
	1324000892,	1324000892
	1324000893,	1324000893
	1324000894,	1324000894
	1324000895,	1324000895
	1324000896,	1324000896
	1324000897,	1324000897
	1324000898,	1324000898
	1324000899,	1324000899
	1324000900,	1324000900
	1324000901,	1324000901
	1324000902,	1324000902
	1324000903,	1324000903
	1324000904,	1324000904
	1324000905,	1324000905
	1324000906,	1324000906
	1324000907,	1324000907
	1324000908,	1324000908
	1324000909,	1324000909
	1324000910,	1324000910
	1324000911,	1324000911
	1324000912,	1324000912
	1324000913,	1324000913
	1324000914,	1324000914
	1324000915,	1324000915
	1324000916,	1324000916
	1324000917,	1324000917
	1324000918,	1324000918
	1324000919,	1324000919
	1324000920,	1324000920
	1324000921,	1324000921
	1324000922,	1324000922
	1324000923,	1324000923
	1324000924,	1324000924
	1324000925,	1324000925
	1324000926,	1324000926
	1324000927,	1324000927
	1324000928,	1324000928
	1324000929,	1324000929
	1324000930,	1324000930
	1324000931,	1324000931
	1324000932,	1324000932
	1324000933,	1324000933
	1324000934,	1324000934
	1324000935,	1324000935
	1324000936,	1324000936
	1324000937,	1324000937
	1324000938,	1324000938
	1324000939,	1324000939
	1324000940,	1324000940
	1324000941,	1324000941
	1324000942,	1324000942
	1324000943,	1324000943
	1324000944,	1324000944
	1324000945,	1324000945
	1324000946,	1324000946
	1324000947,	1324000947
	1324000948,	1324000948
	1324000949,	1324000949
	1324000950,	1324000950
	1324000951,	1324000951
	1324000952,	1324000952
	1324000953,	1324000953
	1324000954,	1324000954
	1324000955,	1324000955
	1324000956,	1324000956
	1324000957,	1324000957
	1324000958,	1324000958
	1324000959,	1324000959
	1324000960,	1324000960
	1324000961,	1324000961
	1324000962,	1324000962
	1324000963,	1324000963
	1324000964,	1324000964
	1324000965,	1324000965
	1324000966,	1324000966
	1324000967,	1324000967
	1324000968,	1324000968
	1324000969,	1324000969
	1324000970,	1324000970
	1324000971,	1324000971
	1324000972,	1324000972
	1324000973,	1324000973
	1324000974,	1324000974
	1324000975,	1324000975
	1324000976,	1324000976
	1324000977,	1324000977
	1324000978,	1324000978
	1324000979,	1324000979
	1324000980,	1324000980
	1324000981,	1324000981
	1324000982,	1324000982
	1324000983,	1324000983
	1324000984,	1324000984
	1324000985,	1324000985
	1324000986,	1324000986
	1324000987,	1324000987
	1324000988,	1324000988
	1324000989,	1324000989
	1324000990,	1324000990
	1324000991,	1324000991
	1324000992,	1324000992
	1324000993,	1324000993
	1324000994,	1324000994
	1324000995,	1324000995
	1324000996,	1324000996
	1324000997,	1324000997
	1324000998,	1324000998
	1324000999,	1324000999
	1324001000,	1324001000
	1324001001,	1324001001
	1324001002,	1324001002
	1324001003,	1324001003
	1324001004,	1324001004
	1324001005,	1324001005
	1324001006,	1324001006
	1324001007,	1324001007
	1324001008,	1324001008
	1324001009,	1324001009
	1324001010,	1324001010
	1324001011,	1324001011
	1324001012,	1324001012
	1324001013,	1324001013
	1324001014,	1324001014
	1324001015,	1324001015
	1324001016,	1324001016
	1324001017,	1324001017
	1324001018,	1324001018
	1324001019,	1324001019
	1324001020,	1324001020
	1324001021,	1324001021
	1324001022,	1324001022
	1324001023,	1324001023
	1324001024,	1324001024
	1324001025,	1324001025
	1324001026,	1324001026
	1324001027,	1324001027
	1324001028,	1324001028
	1324001029,	1324001029
	1324001030,	1324001030
	1324001031,	1324001031
	1324001032,	1324001032
	1324001033,	1324001033
	1324001034,	1324001034
	1324001035,	1324001035
	1324001036,	1324001036
	1324001037,	1324001037
	1324001038,	1324001038
	1324001039,	1324001039
	1324001040,	1324001040
	1324001041,	1324001041
	1324001042,	1324001042
	1324001043,	1324001043
	1324001044,	1324001044
	1324001045,	1324001045
	1324001046,	1324001046
	1324001047,	1324001047
	1324001048,	1324001048
	1324001049,	1324001049
	1324001050,	1324001050
	1324001051,	1324001051
	1324001052,	1324001052
	1324001053,	1324001053
	1324001054,	1324001054
	1324001055,	1324001055
	1324001056,	1324001056
	1324001057,	1324001057
	1324001058,	1324001058
	1324001059,	1324001059
	1324001060,	1324001060
	1324001061,	1324001061
	1324001062,	1324001062
	1324001063,	1324001063
	1324001064,	1324001064
	1324001065,	1324001065
	1324001066,	1324001066
	1324001067,	1324001067
	1324001068,	1324001068
	1324001069,	1324001069
	1324001070,	1324001070
	1324001071,	1324001071
	1324001072,	1324001072
	1324001073,	1324001073
	1324001074,	1324001074
	1324001075,	1324001075
	1324001076,	1324001076
	1324001077,	1324001077
	1324001078,	1324001078
	1324001079,	1324001079
	1324001080,	1324001080
	1324001081,	1324001081
	1324001082,	1324001082
	1324001083,	1324001083
	1324001084,	1324001084
	1324001085,	1324001085
	1324001086,	1324001086
	1324001087,	1324001087
	1324001088,	1324001088
	1324001089,	1324001089
	1324001090,	1324001090
	1324001091,	1324001091
	1324001092,	1324001092
	1324001093,	1324001093
	1324001094,	1324001094
	1324001095,	1324001095
	1324001096,	1324001096
	1324001097,	1324001097
	1324001098,	1324001098
	1324001099,	1324001099
	1324001100,	1324001100
	1324001101,	1324001101
	1324001102,	1324001102
	1324001103,	1324001103
	1324001104,	1324001104
	1324001105,	1324001105
	1324001106,	1324001106
	1324001107,	1324001107
	1324001108,	1324001108
	1324001109,	1324001109
	1324001110,	1324001110
	1324001111,	1324001111
	1324001112,	1324001112
	1324001113,	1324001113
	1324001114,	1324001114
	1324001115,	1324001115
	1324001116,	1324001116
	1324001117,	1324001117
	1324001118,	1324001118
	1324001119,	1324001119
	1324001120,	1324001120
	1324001121,	1324001121
	1324001122,	1324001122
	1324001123,	1324001123
	1324001124,	1324001124
	1324001125,	1324001125
	1324001126,	1324001126
	1324001127,	1324001127
	1324001128,	1324001128
	1324001129,	1324001129
	1324001130,	1324001130
	1324001131,	1324001131
	1324001132,	1324001132
	1324001133,	1324001133
	1324001134,	1324001134
	1324001135,	1324001135
	1324001136,	1324001136
	1324001137,	1324001137
	1324001138,	1324001138
	1324001139,	1324001139
	1324001140,	1324001140
	1324001141,	1324001141
	1324001142,	1324001142
	1324001143,	1324001143
	1324001144,	1324001144
	1324001145,	1324001145
	1324001146,	1324001146
	1324001147,	1324001147
	1324001148,	1324001148
	1324001149,	1324001149
	1324001150,	1324001150
	1324001151,	1324001151
	1324001152,	1324001152
	1324001153,	1324001153
	1324001154,	1324001154
	1324001155,	1324001155
	1324001156,	1324001156
	1324001157,	1324001157
	1324001158,	1324001158
	1324001159,	1324001159
	1324001160,	1324001160
	1324001161,	1324001161
	1324001162,	1324001162
	1324001163,	1324001163
	1324001164,	1324001164
